Timestamp,Email,Gender,Marital Status,Department,GPA of last semester,CGPA,Class attendance,Self-study per week,Homework on time,Study materials access,Study environment,Library Usage,Interaction with teachers,Peers support,Stress,Current living situation,Financial aid,Employment,Own expenses,Contribution on family,Financial difficulties,Relationship with parents,Parents support,Internet access,Online resource usage,Technology comfort,Motivation,Extracurricular activities,Sleeping hours,Caffeine consumtion,Social media usage,Health condition,Engagement in hobbies,Primary academic goal,Career goal,Challenges in studies,External factors
27/11/2024 17:58:44,,Female,Unmarried,EEE,3.76- higher (Best),3.51-3.75 (Better),Regularly (More than 75%),Less than 5 hours,Most of the time,"Yes, but with difficulty",Partially conducive (sometimes noisy),Occasionally (once a month),Never,Somewhat supportive,Sometimes,Living in university accommodation (dorms),"Yes, partial scholarship/financial aid","Yes, part-time","Yes, fully","Yes, regularly",Never,Excellent (close and supportive relationship),Only mental support,"Yes, but it is unreliable",Frequently,Very comfortable,Highly motivated,Often,More than 8 hours,Occasionally (1–2 times a week),1–2 hours,No,Occasionally (once a month),"Pursuing further education (e.g. master's, Ph.D.)","Yes, I have a specific goal",Lacking of motivated and friendly teacher ,Yes. I think healthy relationship with family is the biggest secrete of people success. 
08/12/2024 16:00:26,,Male,Unmarried,ME,3.26-3.5 (Good),3-3.25 (Average),Occasionally (50–75%),Less than 5 hours,Most of the time,"Yes, but with difficulty",Partially conducive (sometimes noisy),Never,Never,Somewhat supportive,Sometimes,Living in university accommodation (dorms),No,"Yes, part-time","Yes, partially",No,Rarely,"Fair (some communication, but distant)",Both financial and mental support,"Yes, reliable access",Frequently,Very comfortable,Sometimes motivated,Rarely,7–8 hours,Regularly (3–5 times a week),2–4 hours,No,Never,Passing the course,No,,
08/12/2024 16:04:01,,Male,Married,ME,3.51-3.75 (Better),3.26-3.5 (Good),Regularly (More than 75%),10–15 hours,Always,"Yes, always",Partially conducive (sometimes noisy),Regularly (weekly),Occasionally,Somewhat supportive,Sometimes,Living in university accommodation (dorms),"Yes, partial scholarship/financial aid","No, I am not working","No, my family supports me",No,Never,Good (regular communication),Both financial and mental support,"Yes, reliable access",Frequently,Very comfortable,Sometimes motivated,Rarely,7–8 hours,Occasionally (1–2 times a week),1–2 hours,No,Occasionally (once a month),Improving my GPA,"Yes, but it's unclear",,
08/12/2024 16:06:33,,Male,Unmarried,EEE,3.76- higher (Best),3.76- higher (Best),Regularly (More than 75%),More than 15 hours,Always,"Yes, always","Fully conducive (quiet, with necessary resources)",Regularly (weekly),Frequently,Very supportive,Sometimes,Living with parents/guardians,No,"No, I am not working","No, my family supports me",No,Never,Excellent (close and supportive relationship),Both financial and mental support,"Yes, reliable access",Frequently,Very comfortable,Highly motivated,Sometimes,5–6 hours,Never,Less than 1 hour,No,Occasionally (once a month),"Pursuing further education (e.g. master's, Ph.D.)","Yes, I have a specific goal",,
08/12/2024 16:10:08,,Female,Unmarried,ETE,3.51-3.75 (Better),3.51-3.75 (Better),Regularly (More than 75%),More than 15 hours,Always,"Yes, always",Partially conducive (sometimes noisy),Occasionally (once a month),Occasionally,Somewhat supportive,Sometimes,Living in university accommodation (dorms),No,"No, I am not working","No, my family supports me",No,Never,Excellent (close and supportive relationship),Both financial and mental support,"Yes, reliable access",Sometimes,Somewhat comfortable,Mostly motivated,Sometimes,7–8 hours,Daily,1–2 hours,No,Occasionally (once a month),Achieving the highest grade,"Yes, I have a specific goal",,
08/12/2024 16:27:51,,Male,Unmarried,CSE,3-3.25 (Average),Below 3 (Below Average),Occasionally (50–75%),Less than 5 hours,Sometimes,"Yes, but with difficulty","Not conducive (noisy, lack of space etc.)",Never,Never,Not supportive,Always,Living alone,No,"Yes, part-time","Yes, partially",No,Never,Excellent (close and supportive relationship),Both financial and mental support,"Yes, reliable access",Frequently,Very comfortable,Sometimes motivated,Often,5–6 hours,Regularly (3–5 times a week),More than 4 hours,"Yes, a physical condition",Regularly (once a week),Improving my GPA,No,,
08/12/2024 16:31:13,,Female,Unmarried,ME,3.26-3.5 (Good),3-3.25 (Average),Regularly (More than 75%),5–10 hours,Most of the time,"Yes, but with difficulty",Partially conducive (sometimes noisy),Occasionally (once a month),Rarely,Somewhat supportive,Often,Living in university accommodation (dorms),No,"Yes, but occasionally (temporary jobs)","No, my family supports me",No,Rarely,"Fair (some communication, but distant)",Both financial and mental support,"Yes, reliable access",Frequently,Very comfortable,Mostly motivated,Sometimes,5–6 hours,Occasionally (1–2 times a week),2–4 hours,"Yes, a mental health condition",Regularly (once a week),"Pursuing further education (e.g. master's, Ph.D.)","Yes, I have a specific goal",,
08/12/2024 16:34:22,,Female,Unmarried,CSE,3-3.25 (Average),Below 3 (Below Average),Occasionally (50–75%),Less than 5 hours,Most of the time,"Yes, but with difficulty",Partially conducive (sometimes noisy),Regularly (weekly),Rarely,Not supportive,Often,Living in university accommodation (dorms),"Yes, partial scholarship/financial aid","Yes, part-time","Yes, partially","Yes, occasionally",Occasionally,"Fair (some communication, but distant)",No support,"Yes, but it is unreliable",Sometimes,Somewhat comfortable,Not motivated,Never,More than 8 hours,Never,More than 4 hours,No,Regularly (once a week),Passing the course,No,,
08/12/2024 16:53:05,,Male,Unmarried,ECE,3.26-3.5 (Good),3.26-3.5 (Good),Regularly (More than 75%),10–15 hours,Always,"Yes, always",Partially conducive (sometimes noisy),Regularly (weekly),Occasionally,Somewhat supportive,Sometimes,Living in university accommodation (dorms),"Yes, partial scholarship/financial aid","Yes, but occasionally (temporary jobs)","Yes, partially",No,Rarely,Good (regular communication),Both financial and mental support,"Yes, reliable access",Sometimes,Very comfortable,Highly motivated,Sometimes,7–8 hours,Daily,2–4 hours,No,Occasionally (once a month),Achieving the highest grade,"Yes, but it's unclear",,
08/12/2024 16:55:55,,Female,Married,CSE,3.26-3.5 (Good),3-3.25 (Average),Occasionally (50–75%),5–10 hours,Most of the time,"Yes, always","Fully conducive (quiet, with necessary resources)",Regularly (weekly),Occasionally,Somewhat supportive,Sometimes,Living with parents/guardians,No,"No, I am not working","No, my family supports me",No,Rarely,Good (regular communication),Both financial and mental support,"Yes, reliable access",Frequently,Very comfortable,Sometimes motivated,Sometimes,5–6 hours,Regularly (3–5 times a week),Less than 1 hour,No,Frequently (more than once a week),"Pursuing further education (e.g. master's, Ph.D.)","Yes, I have a specific goal",,
08/12/2024 17:11:07,,Male,Unmarried,CSE,3.51-3.75 (Better),3.26-3.5 (Good),Regularly (More than 75%),Less than 5 hours,Always,"Yes, always",Partially conducive (sometimes noisy),Never,Occasionally,Somewhat supportive,Sometimes,Living in university accommodation (dorms),"Yes, partial scholarship/financial aid","Yes, but occasionally (temporary jobs)","Yes, partially","Yes, occasionally",Occasionally,Good (regular communication),Both financial and mental support,"Yes, reliable access",Frequently,Very comfortable,Mostly motivated,Rarely,5–6 hours,Occasionally (1–2 times a week),1–2 hours,No,Occasionally (once a month),"Pursuing further education (e.g. master's, Ph.D.)","Yes, I have a specific goal",,
08/12/2024 17:12:26,,Male,Unmarried,GCE,3.26-3.5 (Good),3-3.25 (Average),Regularly (More than 75%),10–15 hours,Most of the time,"Yes, always","Fully conducive (quiet, with necessary resources)",Regularly (weekly),Occasionally,Very supportive,Sometimes,Living alone,No,"Yes, part-time","Yes, partially",No,Never,"Poor (strained, lack of communication)",No support,"Yes, but it is unreliable",Sometimes,Somewhat comfortable,Mostly motivated,Rarely,5–6 hours,Daily,1–2 hours,"Yes, a physical condition",Occasionally (once a month),Achieving the highest grade,"Yes, I have a specific goal",,
08/12/2024 17:16:15,,Female,Married,CSE,3.51-3.75 (Better),3.26-3.5 (Good),Regularly (More than 75%),10–15 hours,Most of the time,"Yes, always","Fully conducive (quiet, with necessary resources)",Regularly (weekly),Occasionally,Very supportive,Often,Living with parents/guardians,No,"No, I am not working","No, my family supports me",No,Rarely,Good (regular communication),Both financial and mental support,"Yes, reliable access",Rarely,Somewhat comfortable,Sometimes motivated,Rarely,Less than 5 hours,Occasionally (1–2 times a week),1–2 hours,"Yes, both physical and mental health conditions",Regularly (once a week),"Pursuing further education (e.g. master's, Ph.D.)","Yes, I have a specific goal",,
10/12/2024 18:25:49,,Female,Unmarried,Criminology,3.76- higher (Best),3.76- higher (Best),Regularly (More than 75%),More than 15 hours,Always,"Yes, always","Fully conducive (quiet, with necessary resources)",Frequently (multiple times a week),,Very supportive,Always,Living with roommates,"Yes, partial scholarship/financial aid","Yes, but occasionally (temporary jobs)","Yes, fully","Yes, regularly",Frequently,Excellent (close and supportive relationship),Both financial and mental support,"Yes, reliable access",Frequently,Very comfortable,Highly motivated,Often,More than 8 hours,Daily,More than 4 hours,"Yes, both physical and mental health conditions",Frequently (more than once a week),"Pursuing further education (e.g. master's, Ph.D.)","Yes, I have a specific goal",,
10/12/2024 18:29:09,,Female,Unmarried,Engineering,3.76- higher (Best),3.76- higher (Best),Regularly (More than 75%),More than 15 hours,Always,"Yes, always","Fully conducive (quiet, with necessary resources)",Frequently (multiple times a week),Frequently,Very supportive,Always,Living with roommates,"Yes, partial scholarship/financial aid","Yes, but occasionally (temporary jobs)","Yes, fully","Yes, regularly",Frequently,Excellent (close and supportive relationship),Both financial and mental support,"Yes, reliable access",Frequently,Very comfortable,Highly motivated,Often,More than 8 hours,Daily,More than 4 hours,"Yes, both physical and mental health conditions",Frequently (more than once a week),"Pursuing further education (e.g. master's, Ph.D.)","Yes, I have a specific goal",Solving maths,Yes
10/12/2024 18:43:00,,Male,Unmarried,Sociology & anthropology,3.26-3.5 (Good),3.26-3.5 (Good),Occasionally (50–75%),Less than 5 hours,Most of the time,"Yes, but with difficulty",Partially conducive (sometimes noisy),Occasionally (once a month),Rarely,Somewhat supportive,Often,Living with roommates,No,"No, I am not working","No, my family supports me",No,Never,Good (regular communication),Both financial and mental support,"Yes, but it is unreliable",Frequently,Somewhat comfortable,Mostly motivated,Rarely,7–8 hours,Daily,More than 4 hours,"Yes, a mental health condition",Regularly (once a week),Achieving the highest grade,"Yes, I have a specific goal",,
10/12/2024 18:43:43,,Female,Unmarried,Business ,3.51-3.75 (Better),3.51-3.75 (Better),Regularly (More than 75%),Less than 5 hours,Always,"Yes, always","Not conducive (noisy, lack of space etc.)",Never,Frequently,Not supportive,Always,Living with parents/guardians,"Yes, full scholarship/financial aid","Yes, but occasionally (temporary jobs)","No, my family supports me","Yes, occasionally",Never,"Poor (strained, lack of communication)",Only financial support,No,Never,Not comfortable,Mostly motivated,Never,5–6 hours,Occasionally (1–2 times a week),More than 4 hours,"Yes, both physical and mental health conditions",Never,Achieving the highest grade,"Yes, but it's unclear",Can't memories ,"Yes because some people always talks behind me for thoes stuff and I don’t like that
"
10/12/2024 18:59:54,,Male,Unmarried,CSE,3.51-3.75 (Better),3.26-3.5 (Good),Occasionally (50–75%),5–10 hours,Most of the time,"Yes, but with difficulty",Partially conducive (sometimes noisy),Occasionally (once a month),Occasionally,Somewhat supportive,Sometimes,Living with parents/guardians,No,"No, I am not working","Yes, partially","Yes, occasionally",Occasionally,Good (regular communication),Both financial and mental support,No,Rarely,Somewhat comfortable,Mostly motivated,Rarely,5–6 hours,Regularly (3–5 times a week),2–4 hours,"Yes, a physical condition",Occasionally (once a month),Passing the course,"Yes, but it's unclear",Money,Money
10/12/2024 19:17:47,,Male,Unmarried,CSE,3.76- higher (Best),3.76- higher (Best),Regularly (More than 75%),Less than 5 hours,Sometimes,No,"Fully conducive (quiet, with necessary resources)",Never,Occasionally,Very supportive,Always,Living with roommates,No,"No, I am not working","No, my family supports me",No,Never,Excellent (close and supportive relationship),Both financial and mental support,"Yes, reliable access",Sometimes,Very comfortable,Highly motivated,Sometimes,7–8 hours,Occasionally (1–2 times a week),More than 4 hours,"Yes, both physical and mental health conditions",Regularly (once a week),"Pursuing further education (e.g. master's, Ph.D.)","Yes, I have a specific goal",Laziness ,No
